Код_товара,Название_позиции,Поисковые_запросы,Описание,Тип_товара,Цена,Цена от,Ярлык,HTML_заголовок,HTML_описание,HTML_ключевые_слова,Валюта,Скидка,Cрок действия скидки от,Cрок действия скидки до,Единица_измерения,Минимальный_объем_заказа,Оптовая_цена,Минимальный_заказ_опт,Ссылка_изображения,Наличие,Количество,Производитель,Страна_производитель,Номер_группы,Адрес_подраздела,Возможность_поставки,Срок_поставки,Способ_упаковки,Личные_заметки,Продукт_на_сайте,Идентификатор_товара,Уникальный_идентификатор,Идентификатор_подраздела,Идентификатор_группы,Подарки,Сопутствующие,ID_группы_разновидностей,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики
defence-zsu-bercy,Defence ZSU берцы,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p> Defence ZSU берцы- демисезонная модель высоких ботинок от ТМ Скади.<br/>
 Лёгкие, удобные, язык-клапан.<br/>
sl1-coyote-bercy,SL1-COYOTE берцы армейские,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Берцы SL1 практичные высокие ботинки для охранных и военизированных структур.</p>
<p>Модель — берцы SL1-COYOTE</p>
<p>Цвет — койот</p>
<p>Основа верха — натуральный Гидрофобный Флотар 1.8 мм</p>
<p>Вставка — Mimosa</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или утеплитель Winterfrost для зимы</p>
<p>Подошва — ТЭП  (вакуумная вулканизация)</p>
<p>Особенности — отлично зарекомендовали себя в самых неблагоприятных условиях.</p>
<p>Плотный, износостойкий флотар отлично держит форму обуви, ячеистая поверхность кожи препятствует появлению заломов и трещин от длительной эксплуатации.</p>
<p>Прорезиненный носок предотвращает мелкие травмы и ушибы передней части стопы и пальцев.</p>
<p>Мягкая подушка из мимозы и высокая шнуровка, позволят плотно зафиксировать ботинок на ноге, не сдавливая икроножные мышцы и не мешая при ходьбе или беге.</p>
<p>Вшитый язык предотвращает попадание грязи, песка, мелкого мусора внутрь ботинка.</p>
<p>Синтетическая подкладка позволяет влаге испаряться наружу и поддерживает нормальный микроклимат.</p>
</div>",r,1550.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/sl1-coyote-bercy-600x452.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/sl1-coyote-bercy1-600x451.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/sl1-coyote-bercy3-600x450.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/sl1-coyote-bercy2-600x451.jpg",+,,,,,,,,,,https://skadi.net.ua/product/sl1-coyote-bercy-armejskie/,sl1-coyote-bercy,,,Берцы,,,,,,,SL1,,Модель,Берцы,,Вид обуви,Койот,,Основной цвет,Кожа Flotar,,Материал верха,Mimoza,,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
sl1-black-bercy,SL1-BLACK берцы армейские,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Берцы SL1 практичные высокие ботинки для силовых и военизированных структур. Их носят охранники, полицейские, военные, мотоциклисты.</p>
<p>Модель — берцы SL1-BLACK</p>
<p>Цвет — черный</p>
<p>Основа верха — натуральный Гидрофобный Флотар 1.8 мм</p>
<p>Вставка — Mimosa</p>
<p>Подкладка — трехслойная утепленная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или утеплитель Winterfrost для зимы</p>
<p>Подошва — ТЭП  (вакуумная вулканизация)</p>
<p>Особенности — отлично зарекомендовали себя в самых неблагоприятных условиях.</p>
<p>Плотный, износостойкий флотар отлично держит форму обуви, ячеистая поверхность кожи препятствует появлению заломов и трещин от длительной эксплуатации.</p>
<p>Прорезиненный носок предотвращает мелкие травмы и ушибы передней части стопы и пальцев.</p>
<p>Мягкая подушка из мимозы и высокая шнуровка, позволят плотно зафиксировать ботинок на ноге, не передавливая икроножные мышцы и не мешая при ходьбе или беге.</p>
<p>Вшитый язык предотвращает попадание грязи, песка, мелкого мусора внутрь ботинка.</p>
<p>Синтетическая подкладка позволяет влаге испаряться наружу и поддерживает нормальный микроклимат.</p>
</div>",r,1550.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/sl1-black-bercy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/sl1-black-bercy4-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/sl1-black-bercy1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/sl1-black-bercy3-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/sl1-black-bercy2-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/sl1-black-bercy-armejskie/,sl1-black-bercy,,,Берцы,,,,,,,SL1,,Модель,Берцы,,Вид обуви,Черный,,Основной цвет,Кожа Flotar,,Материал верха,Mimoza,,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b2-coyote-bercy,B2-COYOTE берцы военные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Универсальные берцы B2 предназначены для использования как весной, летом так и осенью.<br/>
Легкие и функциональные берцы изначально разрабатывались для силовых структур.<br/>
В итоге стали отличным выбором для активных, энергичных людей, которым требуется надежная и комфортная обувь для самых разных ситуаций.</p>
<p>Основа верха данной модели выполнена из кожи КРС повышенной прочности.<br/>
Ее получают с помощью оригинальной финишной обработки: нанесением тугоплавких восков на поверхность шлифованного краста.</p>
<p>Вставки из материала Cordura®. Это толстая нейлоновая ткань с особой структурой нити. Имеет водоотталкивающую пропитку и полиуретановое покрытие.<br/>
Имеют глухой язык, защищающий от грязи, песка, мелких камней.<br/>
Подкладка из современной многослойной синтетической сетки.<br/>
Подошва из термопластичной износоустойчивой и прочной резины.</p>
</div>",r,1100.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/b2-coyote-bercy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b2-coyote-bercy1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b2-coyote-bercy2-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b2-coyote-bercy3-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b2-coyote-bercy4-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b2-coyote-bercy-voennye/,b2-coyote-bercy,,,Берцы,,,,,,,B2,,Модель,Берцы,,Вид обуви,Койот,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
b2-atax-bercy,B2-ATAX берцы военные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>B2- отличный вариант для охотников, рыбаков и активного отдыха.</p>
<p>Основа верха данной модели выполнена из кожи КРС повышенной прочности.<br/>
Ее получают с помощью оригинальной финишной обработки: нанесением тугоплавких восков на поверхность шлифованного краста.</p>
<p>Вставки из материала Cordura®. Это толстая нейлоновая ткань с особой структурой нити. Имеет водоотталкивающую пропитку и полиуретановое покрытие.</p>
<p>Имеют глухой язык, защищающий от грязи, песка, мелких камней.</p>
<p>Подкладка из современной многослойной синтетической сетки.</p>
<p>Подошва из термопластичной износоустойчивой и прочной резины.</p>
<p>Универсальные берцы B2 предназначены для использования как весной, летом так и осенью.<br/>
Легкие и функциональные берцы изначально разрабатывались для силовых структур.<br/>
В итоге стали отличным выбором для активных, энергичных людей, которым требуется надежная и комфортная обувь для самых разных ситуаций.</p>
</div>",r,1100.00,,,,,,UAH,,,,шт,,,,,+,,,,,,,,,,https://skadi.net.ua/product/b2-atax-bercy-voennye/,b2-atax-bercy,,,Берцы,,,,,,,B2,,Модель,Берцы,,Вид обуви,Атакс,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
b2-black-bercy,B2-BLACK берцы военные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>B2- демисезонные высокие ботинки, отличный вариант для лесников, охотников, рыбаков и активного отдыха.</p>
<p>Основа верха данной модели выполнена из кожи КРС повышенной прочности.<br/>
Ее получают с помощью оригинальной финишной обработки: нанесением тугоплавких восков на поверхность шлифованного краста.</p>
<p>Вставки из материала Cordura®. Это толстая нейлоновая ткань с особой структурой нити. Имеет водоотталкивающую пропитку и полиуретановое покрытие. Придает обуви большую гибкость и удобство при носке.<br/>
Пятка и носок усиленны, стелька имеет специальный вкладыш для поддержания свода стопы.<br/>
Имеют глухой язык, защищающий от грязи, песка, мелких камней.<br/>
Оснащены системой быстрой шнуровки.<br/>
Подкладка из современной многослойной синтетической сетки.<br/>
Подошва из термопластичной износоустойчивой и прочной резины.</p>
</div>",r,1100.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/b2-black-bercy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b2-black-bercy1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b2-black-bercy-voennye/,b2-black-bercy,,,Берцы,,,,,,,B2,,Модель,Берцы,,Вид обуви,Черный,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
bk-black-bercy,BK-BLACK берцы военные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>BK — это берцы, разработанные как обувь с высокими эксплуатационными характеристиками специально для военнослужащих. Их особенность в создании комфортного микроклимата при разных погодных условиях.</p>
<p>С комбинированным кожаным верхом из кожи и кордуры обеспечивают гибкую, но прочную посадку. А система шнуровки удерживает ноги в нужном месте, тем самым предотвращая натирание. </p>
<p>Комфортное ношение, которое сохраняется даже в течение самой продолжительной смены.</p>
</div>",r,1200.00,,,,,,UAH,,,,шт,,,,,+,,,,,,,,,,https://skadi.net.ua/product/bk-black-bercy-voennye/,bk-black-bercy,,,Берцы,,,,,,,BK,,Модель,Берцы,,Вид обуви,Черный,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b7-black-bercy,B7-BLACK берцы демисезонные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Обувь подходит для пеших прогулок, охоты и активного отдыха в сложных климатических и ландшафтных условиях.<br/>
Пользуется популярностью у охранников, военных. Отличная обувь для байкеров.</p>
<p>Модель — берцы демисезонные B7-BLACK<br/>
Цвет — черный Основа верха — натуральная кожа CRAZY HORSE 1.8 мм<br/>
Вставка — Cordura<br/>
Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или Winterfrost зимы.<br/>
 Подошва — ТЭП  (вакуумная вулканизация)</p>
<p> Особенности — высокое голенище с мягкой, широкой подушкой, обеспечивает защиту и поддержку лодыжки, в то время как система шнуровки держит ваш ботинок на месте во время движения. </p>
</div>",r,1500.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/08/b7-black-bercy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b7-black-bercy1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b7-black-bercy-demisezonnye/,b7-black-bercy,,,Берцы,,,,,,,B7,,Модель,Берцы,,Вид обуви,Черный,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
botinki-2020-sand,Ботинки 2020  Sand,,,r,1150.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/10/botinki-2020-sand-600x398.jpg, https://skadi.net.ua/wp-content/uploads/2019/10/botinki-2020-sand1-600x398.jpg",+,,,,,,,,,,https://skadi.net.ua/product/botinki-2020-sand/,botinki-2020-sand,,,Ботинки,,,,,,,2020,,Модель,Ботинки,,Вид обуви,Песок,,Основной цвет,Кожа Crazy Horse,,Материал верха,Mimoza,,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
botinki-2020-black,Ботинки 2020  Black,,,r,1150.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/10/botinki-2020-black-600x398.jpg, https://skadi.net.ua/wp-content/uploads/2019/10/botinki-2020-black1-600x398.jpg",+,,,,,,,,,,https://skadi.net.ua/product/botinki-2020-black/,botinki-2020-black,,,Ботинки,,,,,,,2020,,Модель,Ботинки,,Вид обуви,Черный,,Основной цвет,Кожа Crazy Horse,,Материал верха,Mimoza,,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
botinki-power-black,Ботинки Power Black,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Ботинки Power Black подходят для пеших прогулок и для повседневной носки, отлично зарекомендовали себя среди приверженцев активного отдыха.<br/>
Они подойдут под любые джинсы или брюки.</p>
<p>Цвет — черный<br/>
Основа верха — замша<br/>
Вставка — Мимоза<br/>
Подкладка — трехслойная сетка с повышенной износостойкостью и плотностью в демисезонном варианте, мех набивной или утеплитель Winterfrost для зимы<br/>
Подошва — ТЭП (вакуумная вулканизация)</p>
<p>Особенности — сочетание воздушного материала Mimosa и мягкой замши делает модель легкой, прочной и удобной;</p>
<p>усиленный носок, с загнутой формованной подошвой, убережет стопу от мелких травм, повысит износостойкость модели;</p>
<p>глухой язык защищает от грязи и мелкого мусора;</p>
<p>оригинальная шнуровка надежно фиксирует голеностоп, не мешая при этом движению.</p>
</div>",r,1200.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/09/botinki-power-black2-600x398.jpg, https://skadi.net.ua/wp-content/uploads/2019/09/botinki-power-black1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2019/09/botinki-power-black3.jpg, https://skadi.net.ua/wp-content/uploads/2019/09/botinki-power-black-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/botinki-power-black/,botinki-power-black,,,Ботинки,,,,,,,Power,,Модель,Ботинки,,Вид обуви,Черный,,Основной цвет,Кожа Suede (Замша),,Материал верха,Mimoza,,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
botinki-vektor-black,Ботинки VEKTOR-BLACK,,,r,1450.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/02/botinki-vektor-black-600x450.jpg, https://skadi.net.ua/wp-content/uploads/2019/02/botinki-vektor-black1-600x450.jpg",+,,,,,,,,,,https://skadi.net.ua/product/botinki-vektor-black/,botinki-vektor-black,,,Ботинки,,,,,,,VEKTOR,,Модель,Ботинки,,Вид обуви,Черный,,Основной цвет,Кожа Crazy Horse,,Материал верха,"Cordura, Тертая кожа на носке и заднике",,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
botinki-vektor,Ботинки VEKTOR,,,r,1450.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/01/botinki-vektor-600x450.jpg, https://skadi.net.ua/wp-content/uploads/2019/01/botinki-vektor1-600x450.jpg",+,,,,,,,,,,https://skadi.net.ua/product/botinki-vektor/,botinki-vektor,,,Ботинки,,,,,,,VEKTOR,,Модель,Ботинки,,Вид обуви,Койот,,Основной цвет,Кожа Crazy Horse,,Материал верха,"Cordura, Тертая кожа на носке и заднике",,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
